InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536408,85150,CREAM CUPID HEARTS COAT HANGER,33,13/12/2010 00:00,2.7,18000,Norway
536408,85152,RECIPE BOX WITH METAL LID,31,29/06/2011 00:00,11.81,18118,Italy
536408,85124,RED WOOLLY HOTTIE WHITE HEART,39,31/03/2011 00:00,13.46,18197,Switzerland
536408,85179,RECIPE BOX WITH METAL LID,9,01/02/2011 00:00,14.43,18088,Belgium
536409,85163,CREAM CUPID HEARTS COAT HANGER,15,05/12/2010 00:00,4.69,18182,Italy
536409,85165,KNITTED UNION FLAG HOT WATER BOTTLE,6,09/03/2011 00:00,14.37,17924,EIRE
536409,85145,BLUE SKITTLE GIFTBOX,2,04/01/2011 00:00,13.19,18277,Norway
536409,85125,CREAM CUPID HEARTS COAT HANGER,31,03/09/2011 00:00,6.59,17929,EIRE
536409,85204,HAND WARMER UNION JACK,18,06/08/2011 00:00,12.9,18258,Germany
536409,85161,HAND WARMER UNION JACK,8,10/02/2011 00:00,11.81,18128,Italy
536409,85214,KNITTED UNION FLAG HOT WATER BOTTLE,18,01/07/2011 00:00,8.07,18199,Italy
536409,85182,RED WOOLLY HOTTIE WHITE HEART,41,22/05/2011 00:00,5.38,17931,Switzerland
536409,85141,RED WOOLLY HOTTIE WHITE HEART,18,04/05/2011 00:00,3.45,18315,Norway
536409,85161,KNITTED UNION FLAG HOT WATER BOTTLE,28,21/06/2011 00:00,6.14,18030,Norway
536409,85218,CREAM CUPID HEARTS COAT HANGER,1,14/08/2011 00:00,10.72,18182,Switzerland
536409,85200,HAND WARMER UNION JACK,46,01/04/2011 00:00,11.78,18099,EIRE
536409,85195,BLUE SKITTLE GIFTBOX,50,18/12/2010 00:00,11.93,17897,EIRE
536409,85202,HAND WARMER UNION JACK,30,17/04/2011 00:00,6.67,18215,Italy
536409,85183,BLUE SKITTLE GIFTBOX,34,17/06/2011 00:00,1.81,18276,Belgium
536409,85176,WHITE HANGING HEART T-LIGHT HOLDER,38,20/02/2011 00:00,3.41,18166,Switzerland
536409,85191,BLUE SKITTLE GIFTBOX,19,03/09/2011 00:00,11.05,18037,France
536409,85141,WHITE HANGING HEART T-LIGHT HOLDER,27,22/05/2011 00:00,6.06,18202,Sweden
536409,85153,CREAM CUPID HEARTS COAT HANGER,39,07/06/2011 00:00,11.14,18166,UK
536409,85173,RED WOOLLY HOTTIE WHITE HEART,17,17/12/2010 00:00,11.97,18283,Germany
536410,85211,RECIPE BOX WITH METAL LID,11,05/06/2011 00:00,1.33,18263,Sweden
536410,85212,BLUE SKITTLE GIFTBOX,27,10/04/2011 00:00,2.19,17897,Germany
536410,85126,RED WOOLLY HOTTIE WHITE HEART,16,30/07/2011 00:00,4.48,18110,Sweden
536410,85149,RED WOOLLY HOTTIE WHITE HEART,37,30/04/2011 00:00,1.82,18262,Sweden
536410,85158,BLUE SKITTLE GIFTBOX,13,22/02/2011 00:00,2.55,18006,EIRE
536410,85175,RED WOOLLY HOTTIE WHITE HEART,37,02/02/2011 00:00,11.32,18158,Netherlands
536410,85133,HAND WARMER UNION JACK,43,19/02/2011 00:00,11.78,18035,Belgium
536410,85128,HAND WARMER UNION JACK,14,06/01/2011 00:00,11.58,17888,Belgium
536410,85188,RED WOOLLY HOTTIE WHITE HEART,19,06/08/2011 00:00,11.33,18084,Germany
536410,85219,WHITE HANGING HEART T-LIGHT HOLDER,13,24/12/2010 00:00,1.93,18052,Netherlands
536410,85205,RED WOOLLY HOTTIE WHITE HEART,41,19/09/2011 00:00,12.93,17946,Netherlands
536410,85205,WHITE HANGING HEART T-LIGHT HOLDER,8,30/06/2011 00:00,6.72,17872,Netherlands
536410,85183,KNITTED UNION FLAG HOT WATER BOTTLE,36,09/12/2010 00:00,2.29,17989,Netherlands
536410,85155,RECIPE BOX WITH METAL LID,50,01/01/2011 00:00,1.21,18337,EIRE
536410,85211,WHITE HANGING HEART T-LIGHT HOLDER,48,03/02/2011 00:00,1.5,18286,Belgium
536410,85200,KNITTED UNION FLAG HOT WATER BOTTLE,31,27/04/2011 00:00,11.51,18098,Switzerland
536410,85173,RED WOOLLY HOTTIE WHITE HEART,18,07/07/2011 00:00,4.97,18201,Germany
536410,85152,RED WOOLLY HOTTIE WHITE HEART,35,29/03/2011 00:00,12.63,18146,Netherlands
536410,85172,HAND WARMER UNION JACK,23,08/12/2010 00:00,11.82,18275,UK
536410,85217,HAND WARMER UNION JACK,17,19/08/2011 00:00,14.07,18035,Italy
536411,85200,WHITE HANGING HEART T-LIGHT HOLDER,4,28/02/2011 00:00,5.41,18029,EIRE
536411,85175,CREAM CUPID HEARTS COAT HANGER,20,04/09/2011 00:00,7.51,18317,UK
536411,85199,RED WOOLLY HOTTIE WHITE HEART,26,06/05/2011 00:00,1.6,18149,UK
536411,85184,HAND WARMER UNION JACK,38,16/09/2011 00:00,6.73,18086,Norway
536411,85135,BLUE SKITTLE GIFTBOX,48,09/01/2011 00:00,9.07,17964,UK
536411,85123,HAND WARMER UNION JACK,4,11/06/2011 00:00,2.68,18271,Germany
536411,85172,WHITE HANGING HEART T-LIGHT HOLDER,16,28/07/2011 00:00,12.6,18318,Italy
536411,85134,HAND WARMER UNION JACK,33,04/03/2011 00:00,7.92,18288,Switzerland
536411,85139,KNITTED UNION FLAG HOT WATER BOTTLE,24,08/05/2011 00:00,6.02,18170,Belgium
536411,85170,RECIPE BOX WITH METAL LID,21,15/02/2011 00:00,8.0,18187,Italy
536411,85178,KNITTED UNION FLAG HOT WATER BOTTLE,2,30/07/2011 00:00,2.79,18006,Sweden
536411,85130,RED WOOLLY HOTTIE WHITE HEART,38,07/03/2011 00:00,3.33,17900,UK
536411,85170,RED WOOLLY HOTTIE WHITE HEART,12,02/12/2010 00:00,8.61,17944,Switzerland
536411,85135,BLUE SKITTLE GIFTBOX,13,06/07/2011 00:00,9.54,18161,UK
536411,85165,HAND WARMER UNION JACK,42,08/04/2011 00:00,7.32,18136,Sweden
536411,85165,CREAM CUPID HEARTS COAT HANGER,49,22/01/2011 00:00,14.11,18089,Belgium
536411,85148,RECIPE BOX WITH METAL LID,36,18/01/2011 00:00,9.12,18053,EIRE
536411,85160,CREAM CUPID HEARTS COAT HANGER,25,12/02/2011 00:00,11.16,18209,Sweden
536411,85212,RECIPE BOX WITH METAL LID,49,09/12/2010 00:00,8.61,17880,Belgium
536411,85151,HAND WARMER UNION JACK,19,04/06/2011 00:00,11.37,17955,Norway
536412,85157,BLUE SKITTLE GIFTBOX,18,22/02/2011 00:00,1.71,18222,EIRE
536412,85213,RECIPE BOX WITH METAL LID,6,10/09/2011 00:00,4.79,18195,Norway
536412,85161,RECIPE BOX WITH METAL LID,50,04/05/2011 00:00,9.9,18202,France
536412,85201,CREAM CUPID HEARTS COAT HANGER,50,03/12/2010 00:00,11.87,18024,Belgium
536412,85203,RED WOOLLY HOTTIE WHITE HEART,27,28/06/2011 00:00,3.88,18349,Italy
536412,85164,KNITTED UNION FLAG HOT WATER BOTTLE,29,16/03/2011 00:00,2.9,18033,Netherlands
536412,85181,HAND WARMER UNION JACK,39,07/05/2011 00:00,7.28,18315,Switzerland
536412,85127,WHITE HANGING HEART T-LIGHT HOLDER,31,25/12/2010 00:00,3.35,17900,Italy
536412,85200,HAND WARMER UNION JACK,38,16/05/2011 00:00,10.77,18143,Italy
536412,85188,BLUE SKITTLE GIFTBOX,9,03/02/2011 00:00,12.92,17926,Sweden
536412,85173,RECIPE BOX WITH METAL LID,22,21/09/2011 00:00,11.85,17899,Germany
536412,85142,CREAM CUPID HEARTS COAT HANGER,5,21/03/2011 00:00,3.04,18060,Germany
536412,85180,RECIPE BOX WITH METAL LID,48,13/05/2011 00:00,14.6,17935,Germany
536412,85217,WHITE HANGING HEART T-LIGHT HOLDER,47,11/02/2011 00:00,14.13,18033,Netherlands
536412,85127,RECIPE BOX WITH METAL LID,28,07/03/2011 00:00,9.24,18228,Sweden
536412,85177,RED WOOLLY HOTTIE WHITE HEART,11,04/01/2011 00:00,10.96,18060,Norway
536412,85183,BLUE SKITTLE GIFTBOX,32,21/03/2011 00:00,3.05,18161,Germany
536412,85144,WHITE HANGING HEART T-LIGHT HOLDER,30,17/05/2011 00:00,3.68,18238,Netherlands
536412,85135,RECIPE BOX WITH METAL LID,13,23/04/2011 00:00,3.52,17906,France
536412,85187,KNITTED UNION FLAG HOT WATER BOTTLE,31,29/06/2011 00:00,7.88,18180,Switzerland
536413,85166,KNITTED UNION FLAG HOT WATER BOTTLE,11,05/02/2011 00:00,11.02,17915,EIRE
536413,85172,RECIPE BOX WITH METAL LID,49,07/03/2011 00:00,1.31,18213,Italy
536413,85135,KNITTED UNION FLAG HOT WATER BOTTLE,19,25/08/2011 00:00,6.26,17944,Italy
536413,85216,BLUE SKITTLE GIFTBOX,48,13/07/2011 00:00,0.89,18302,EIRE
536413,85210,KNITTED UNION FLAG HOT WATER BOTTLE,12,12/01/2011 00:00,1.91,18222,UK
536413,85144,BLUE SKITTLE GIFTBOX,2,31/07/2011 00:00,12.89,18301,France
536413,85207,RED WOOLLY HOTTIE WHITE HEART,6,09/07/2011 00:00,14.37,17904,France
536413,85126,KNITTED UNION FLAG HOT WATER BOTTLE,17,23/12/2010 00:00,4.25,17891,Italy
536413,85179,HAND WARMER UNION JACK,30,22/08/2011 00:00,7.06,18268,Germany
536413,85171,WHITE HANGING HEART T-LIGHT HOLDER,17,25/01/2011 00:00,14.31,17877,France
536413,85208,RED WOOLLY HOTTIE WHITE HEART,48,21/01/2011 00:00,6.41,17992,Norway
536413,85160,RECIPE BOX WITH METAL LID,47,10/05/2011 00:00,3.81,18320,Germany
536413,85182,CREAM CUPID HEARTS COAT HANGER,42,31/03/2011 00:00,8.26,18253,Germany
536413,85213,RECIPE BOX WITH METAL LID,27,07/07/2011 00:00,12.12,18062,Belgium
536413,85142,CREAM CUPID HEARTS COAT HANGER,46,05/02/2011 00:00,2.82,18045,Switzerland
536413,85174,RECIPE BOX WITH METAL LID,36,16/09/2011 00:00,8.52,18047,EIRE
536413,85135,CREAM CUPID HEARTS COAT HANGER,11,24/02/2011 00:00,3.49,17863,UK
536413,85133,HAND WARMER UNION JACK,8,12/03/2011 00:00,9.87,18314,UK
536413,85131,KNITTED UNION FLAG HOT WATER BOTTLE,35,14/07/2011 00:00,4.82,18211,Switzerland
536413,85222,WHITE HANGING HEART T-LIGHT HOLDER,43,20/05/2011 00:00,1.94,17870,Sweden
536414,85171,RED WOOLLY HOTTIE WHITE HEART,48,23/02/2011 00:00,14.69,18009,Switzerland
536414,85207,WHITE HANGING HEART T-LIGHT HOLDER,23,29/05/2011 00:00,6.81,18211,Switzerland
536414,85131,CREAM CUPID HEARTS COAT HANGER,33,27/07/2011 00:00,14.15,17925,Norway
536414,85128,RECIPE BOX WITH METAL LID,34,27/05/2011 00:00,2.93,18005,Germany
536414,85193,RECIPE BOX WITH METAL LID,10,13/12/2010 00:00,2.26,17906,Netherlands
536414,85144,WHITE HANGING HEART T-LIGHT HOLDER,42,18/08/2011 00:00,1.66,17946,EIRE
536414,85221,RECIPE BOX WITH METAL LID,28,30/01/2011 00:00,1.11,18320,Germany
536414,85136,CREAM CUPID HEARTS COAT HANGER,44,26/09/2011 00:00,14.88,18326,EIRE
536414,85137,RECIPE BOX WITH METAL LID,49,28/02/2011 00:00,7.06,18118,Sweden
536414,85190,RECIPE BOX WITH METAL LID,49,08/08/2011 00:00,3.34,18132,EIRE
536414,85161,RED WOOLLY HOTTIE WHITE HEART,13,25/06/2011 00:00,8.26,18079,Norway
536414,85159,KNITTED UNION FLAG HOT WATER BOTTLE,11,22/07/2011 00:00,2.26,18257,France
536414,85151,RED WOOLLY HOTTIE WHITE HEART,30,31/05/2011 00:00,11.94,18011,EIRE
536414,85143,BLUE SKITTLE GIFTBOX,16,27/06/2011 00:00,8.26,17914,Switzerland
536414,85164,HAND WARMER UNION JACK,18,26/09/2011 00:00,1.36,18031,Germany
536414,85197,RED WOOLLY HOTTIE WHITE HEART,49,14/09/2011 00:00,11.09,17863,France
536414,85181,HAND WARMER UNION JACK,44,06/05/2011 00:00,8.85,17952,Italy
536414,85193,WHITE HANGING HEART T-LIGHT HOLDER,8,31/12/2010 00:00,1.51,18079,Belgium
536414,85200,KNITTED UNION FLAG HOT WATER BOTTLE,20,05/03/2011 00:00,14.2,18290,EIRE
536414,85142,WHITE HANGING HEART T-LIGHT HOLDER,2,22/05/2011 00:00,9.83,18202,France
536415,85170,WHITE HANGING HEART T-LIGHT HOLDER,14,07/12/2010 00:00,7.26,18112,Italy
536415,85196,KNITTED UNION FLAG HOT WATER BOTTLE,45,30/12/2010 00:00,10.72,18187,Switzerland
536415,85167,KNITTED UNION FLAG HOT WATER BOTTLE,26,30/04/2011 00:00,7.83,17985,Norway
536415,85128,RECIPE BOX WITH METAL LID,38,06/04/2011 00:00,10.8,18301,Netherlands
536415,85211,RED WOOLLY HOTTIE WHITE HEART,6,29/04/2011 00:00,6.36,18137,UK
536415,85139,WHITE HANGING HEART T-LIGHT HOLDER,16,25/06/2011 00:00,11.69,18034,UK
536415,85129,BLUE SKITTLE GIFTBOX,32,19/03/2011 00:00,3.03,18154,Netherlands
536415,85155,KNITTED UNION FLAG HOT WATER BOTTLE,47,14/02/2011 00:00,8.91,18267,Sweden
536415,85124,RED WOOLLY HOTTIE WHITE HEART,42,28/08/2011 00:00,14.13,18046,Switzerland
536415,85212,RED WOOLLY HOTTIE WHITE HEART,23,10/04/2011 00:00,4.0,18195,Belgium
536415,85176,RED WOOLLY HOTTIE WHITE HEART,42,22/03/2011 00:00,11.46,18146,Belgium
536415,85133,RECIPE BOX WITH METAL LID,22,01/06/2011 00:00,8.59,18279,Belgium
536415,85221,HAND WARMER UNION JACK,10,18/12/2010 00:00,6.63,18070,UK
536415,85128,RED WOOLLY HOTTIE WHITE HEART,47,06/02/2011 00:00,2.09,17850,Netherlands
536415,85188,RECIPE BOX WITH METAL LID,3,21/03/2011 00:00,7.49,18063,EIRE
536415,85130,CREAM CUPID HEARTS COAT HANGER,24,30/01/2011 00:00,14.22,18254,Italy
536415,85133,RECIPE BOX WITH METAL LID,40,08/04/2011 00:00,7.18,17986,EIRE
536415,85132,RED WOOLLY HOTTIE WHITE HEART,12,20/08/2011 00:00,4.8,17944,Germany
536415,85146,HAND WARMER UNION JACK,5,16/02/2011 00:00,1.55,18134,Germany
536415,85156,WHITE HANGING HEART T-LIGHT HOLDER,8,29/06/2011 00:00,11.08,18182,Norway
536416,85196,HAND WARMER UNION JACK,13,01/12/2010 00:00,7.49,17976,Switzerland
536416,85137,BLUE SKITTLE GIFTBOX,9,03/01/2011 00:00,5.54,17850,EIRE
536416,85164,WHITE HANGING HEART T-LIGHT HOLDER,36,06/05/2011 00:00,9.12,18087,Norway
536416,85138,KNITTED UNION FLAG HOT WATER BOTTLE,24,27/09/2011 00:00,11.29,18071,EIRE
536416,85183,WHITE HANGING HEART T-LIGHT HOLDER,29,13/02/2011 00:00,4.03,17870,Italy
536416,85185,BLUE SKITTLE GIFTBOX,2,27/06/2011 00:00,6.31,18163,Netherlands
536416,85209,HAND WARMER UNION JACK,37,12/06/2011 00:00,4.53,18303,Sweden
536416,85189,CREAM CUPID HEARTS COAT HANGER,6,13/03/2011 00:00,12.2,18314,Sweden
536416,85126,KNITTED UNION FLAG HOT WATER BOTTLE,45,30/03/2011 00:00,8.92,18269,Belgium
536416,85193,RED WOOLLY HOTTIE WHITE HEART,34,04/01/2011 00:00,1.16,18139,EIRE
536416,85218,HAND WARMER UNION JACK,1,11/12/2010 00:00,3.41,18249,France
536416,85144,KNITTED UNION FLAG HOT WATER BOTTLE,7,06/06/2011 00:00,10.02,18064,Norway
536416,85187,WHITE HANGING HEART T-LIGHT HOLDER,14,23/09/2011 00:00,11.43,18041,Italy
536416,85146,BLUE SKITTLE GIFTBOX,32,21/01/2011 00:00,11.2,18147,Netherlands
536416,85155,KNITTED UNION FLAG HOT WATER BOTTLE,11,27/03/2011 00:00,4.16,18306,Netherlands
536416,85177,BLUE SKITTLE GIFTBOX,29,17/09/2011 00:00,3.62,18242,France
536416,85150,KNITTED UNION FLAG HOT WATER BOTTLE,9,24/01/2011 00:00,1.47,18306,EIRE
536416,85134,KNITTED UNION FLAG HOT WATER BOTTLE,26,06/07/2011 00:00,14.36,18168,Germany
536416,85218,HAND WARMER UNION JACK,43,02/01/2011 00:00,3.43,18033,Italy
536416,85158,CREAM CUPID HEARTS COAT HANGER,4,02/07/2011 00:00,8.65,18257,EIRE
536417,85222,KNITTED UNION FLAG HOT WATER BOTTLE,48,16/01/2011 00:00,11.79,18078,Sweden
536417,85183,RECIPE BOX WITH METAL LID,46,22/12/2010 00:00,7.63,18044,EIRE
536417,85220,RED WOOLLY HOTTIE WHITE HEART,32,20/07/2011 00:00,11.04,17922,Belgium
536417,85200,CREAM CUPID HEARTS COAT HANGER,42,22/12/2010 00:00,7.47,18230,Belgium
536417,85143,KNITTED UNION FLAG HOT WATER BOTTLE,5,20/03/2011 00:00,9.11,17960,France
536417,85196,CREAM CUPID HEARTS COAT HANGER,49,19/06/2011 00:00,8.73,17922,EIRE
536417,85212,RECIPE BOX WITH METAL LID,21,07/03/2011 00:00,4.86,17907,Italy
536417,85211,HAND WARMER UNION JACK,15,30/05/2011 00:00,10.35,18078,Belgium
536417,85134,CREAM CUPID HEARTS COAT HANGER,40,10/09/2011 00:00,4.17,18297,Switzerland
536417,85171,CREAM CUPID HEARTS COAT HANGER,44,18/08/2011 00:00,8.01,17889,Switzerland
536417,85173,RECIPE BOX WITH METAL LID,48,22/05/2011 00:00,5.18,18321,UK
536417,85191,WHITE HANGING HEART T-LIGHT HOLDER,17,01/07/2011 00:00,5.01,18002,Belgium
536417,85128,BLUE SKITTLE GIFTBOX,24,11/01/2011 00:00,10.6,18138,Switzerland
536417,85154,HAND WARMER UNION JACK,23,15/01/2011 00:00,10.33,17964,Netherlands
536417,85181,WHITE HANGING HEART T-LIGHT HOLDER,22,22/07/2011 00:00,12.68,18074,Sweden
536417,85220,RED WOOLLY HOTTIE WHITE HEART,44,23/03/2011 00:00,9.26,18086,Norway
536417,85129,BLUE SKITTLE GIFTBOX,9,11/12/2010 00:00,0.97,18007,Italy
536417,85134,KNITTED UNION FLAG HOT WATER BOTTLE,10,21/04/2011 00:00,14.45,18155,Norway
536417,85172,RECIPE BOX WITH METAL LID,38,08/01/2011 00:00,11.38,18088,France
536417,85135,WHITE HANGING HEART T-LIGHT HOLDER,4,21/12/2010 00:00,6.9,18161,UK
536418,85159,KNITTED UNION FLAG HOT WATER BOTTLE,16,03/08/2011 00:00,9.29,18015,Sweden
536418,85145,CREAM CUPID HEARTS COAT HANGER,6,13/05/2011 00:00,11.67,18299,Italy
536418,85182,KNITTED UNION FLAG HOT WATER BOTTLE,48,25/06/2011 00:00,2.88,18163,Belgium
536418,85142,BLUE SKITTLE GIFTBOX,13,30/08/2011 00:00,10.35,17868,Germany
536418,85210,RECIPE BOX WITH METAL LID,13,16/07/2011 00:00,9.37,17986,Italy
536418,85177,HAND WARMER UNION JACK,31,01/04/2011 00:00,3.85,18261,France
536418,85159,WHITE HANGING HEART T-LIGHT HOLDER,34,19/06/2011 00:00,7.45,18157,France
536418,85222,HAND WARMER UNION JACK,28,30/01/2011 00:00,6.28,17972,EIRE
536418,85214,WHITE HANGING HEART T-LIGHT HOLDER,2,17/12/2010 00:00,8.75,18101,Switzerland
536418,85151,RED WOOLLY HOTTIE WHITE HEART,30,08/02/2011 00:00,4.46,17856,Germany
536418,85157,RED WOOLLY HOTTIE WHITE HEART,41,08/07/2011 00:00,4.72,18227,UK
536418,85207,CREAM CUPID HEARTS COAT HANGER,47,09/02/2011 00:00,14.07,17902,Norway
536418,85198,RED WOOLLY HOTTIE WHITE HEART,50,20/08/2011 00:00,2.58,18334,Germany
536418,85215,KNITTED UNION FLAG HOT WATER BOTTLE,30,28/07/2011 00:00,1.03,18335,Netherlands
536418,85130,RECIPE BOX WITH METAL LID,28,28/06/2011 00:00,3.8,18261,Netherlands
536418,85184,HAND WARMER UNION JACK,50,27/01/2011 00:00,6.38,17910,Switzerland
536418,85194,HAND WARMER UNION JACK,4,07/06/2011 00:00,6.13,18031,UK
536418,85149,CREAM CUPID HEARTS COAT HANGER,35,06/05/2011 00:00,7.2,18007,Norway
536418,85134,HAND WARMER UNION JACK,29,19/03/2011 00:00,4.58,18225,Germany
536418,85147,RECIPE BOX WITH METAL LID,1,06/05/2011 00:00,10.86,18090,Belgium
536419,85154,CREAM CUPID HEARTS COAT HANGER,22,18/12/2010 00:00,7.67,18151,Switzerland
536419,85142,WHITE HANGING HEART T-LIGHT HOLDER,19,19/03/2011 00:00,0.95,18346,France
536419,85163,RECIPE BOX WITH METAL LID,11,09/03/2011 00:00,14.23,17899,EIRE
536419,85214,BLUE SKITTLE GIFTBOX,24,02/02/2011 00:00,6.51,18018,Netherlands
536419,85190,WHITE HANGING HEART T-LIGHT HOLDER,39,01/07/2011 00:00,10.44,18343,Switzerland
536419,85202,KNITTED UNION FLAG HOT WATER BOTTLE,13,19/02/2011 00:00,14.11,18168,UK
536419,85123,WHITE HANGING HEART T-LIGHT HOLDER,17,14/02/2011 00:00,10.74,17883,France
536419,85148,WHITE HANGING HEART T-LIGHT HOLDER,32,08/05/2011 00:00,1.32,18343,Sweden
536419,85222,CREAM CUPID HEARTS COAT HANGER,8,20/03/2011 00:00,11.34,18105,Belgium
536419,85191,BLUE SKITTLE GIFTBOX,43,02/08/2011 00:00,1.1,17868,Sweden
536419,85176,HAND WARMER UNION JACK,45,19/09/2011 00:00,6.78,17859,Switzerland
536419,85217,CREAM CUPID HEARTS COAT HANGER,46,11/08/2011 00:00,13.35,18158,France
536419,85127,RED WOOLLY HOTTIE WHITE HEART,21,23/03/2011 00:00,3.35,17934,Sweden
536419,85216,WHITE HANGING HEART T-LIGHT HOLDER,5,15/07/2011 00:00,14.24,17986,France
536419,85178,HAND WARMER UNION JACK,3,15/03/2011 00:00,4.61,17873,Italy
536419,85127,KNITTED UNION FLAG HOT WATER BOTTLE,28,16/12/2010 00:00,4.71,18066,Norway
536419,85210,HAND WARMER UNION JACK,5,22/05/2011 00:00,11.12,18317,Netherlands
536419,85192,WHITE HANGING HEART T-LIGHT HOLDER,40,21/05/2011 00:00,1.39,17979,UK
536419,85151,HAND WARMER UNION JACK,47,27/07/2011 00:00,13.73,18105,EIRE
536419,85220,WHITE HANGING HEART T-LIGHT HOLDER,7,15/01/2011 00:00,4.5,17920,UK
536420,85203,KNITTED UNION FLAG HOT WATER BOTTLE,11,21/07/2011 00:00,13.36,18322,Norway
536420,85170,WHITE HANGING HEART T-LIGHT HOLDER,19,02/09/2011 00:00,13.47,18250,Netherlands
536420,85160,CREAM CUPID HEARTS COAT HANGER,21,20/06/2011 00:00,8.52,18002,UK
536420,85155,KNITTED UNION FLAG HOT WATER BOTTLE,45,10/12/2010 00:00,5.1,18121,UK
536420,85204,WHITE HANGING HEART T-LIGHT HOLDER,15,21/06/2011 00:00,10.34,17885,Norway
536420,85125,RED WOOLLY HOTTIE WHITE HEART,20,12/04/2011 00:00,11.42,18191,Norway
536420,85199,RECIPE BOX WITH METAL LID,6,14/05/2011 00:00,8.26,18318,Norway
536420,85188,RED WOOLLY HOTTIE WHITE HEART,37,30/08/2011 00:00,6.44,17980,EIRE
536420,85148,BLUE SKITTLE GIFTBOX,25,02/06/2011 00:00,3.47,18272,Italy
536420,85148,HAND WARMER UNION JACK,18,27/02/2011 00:00,12.1,18065,Switzerland
536420,85146,BLUE SKITTLE GIFTBOX,34,25/02/2011 00:00,3.42,18311,Netherlands
536420,85128,HAND WARMER UNION JACK,16,22/09/2011 00:00,3.72,18233,Germany
536420,85160,CREAM CUPID HEARTS COAT HANGER,16,07/04/2011 00:00,15.0,18349,Belgium
536420,85144,RECIPE BOX WITH METAL LID,6,21/04/2011 00:00,13.68,17914,Netherlands
536420,85192,KNITTED UNION FLAG HOT WATER BOTTLE,27,10/09/2011 00:00,1.09,18034,Sweden
536420,85132,KNITTED UNION FLAG HOT WATER BOTTLE,43,05/05/2011 00:00,3.0,18059,Switzerland
536420,85218,HAND WARMER UNION JACK,21,13/07/2011 00:00,1.9,18107,Norway
536420,85126,KNITTED UNION FLAG HOT WATER BOTTLE,11,21/12/2010 00:00,6.86,18115,UK
536420,85198,KNITTED UNION FLAG HOT WATER BOTTLE,29,14/09/2011 00:00,12.13,17909,Belgium
536420,85185,CREAM CUPID HEARTS COAT HANGER,28,15/05/2011 00:00,12.8,18039,Norway
536421,85180,RECIPE BOX WITH METAL LID,21,05/06/2011 00:00,1.28,18152,Norway
536421,85212,CREAM CUPID HEARTS COAT HANGER,43,14/01/2011 00:00,2.49,17893,Switzerland
536421,85132,KNITTED UNION FLAG HOT WATER BOTTLE,40,20/01/2011 00:00,13.57,18164,Norway
536421,85145,WHITE HANGING HEART T-LIGHT HOLDER,36,14/02/2011 00:00,4.05,18046,Belgium
536421,85159,WHITE HANGING HEART T-LIGHT HOLDER,48,12/02/2011 00:00,3.24,18024,Switzerland
536421,85209,HAND WARMER UNION JACK,15,28/12/2010 00:00,1.18,18037,Italy
536421,85189,CREAM CUPID HEARTS COAT HANGER,50,18/01/2011 00:00,10.92,17918,Italy
536421,85169,RED WOOLLY HOTTIE WHITE HEART,28,17/06/2011 00:00,10.77,18178,Germany
536421,85205,KNITTED UNION FLAG HOT WATER BOTTLE,34,12/07/2011 00:00,8.71,18106,Sweden
536421,85187,HAND WARMER UNION JACK,34,08/03/2011 00:00,12.42,18142,EIRE
536421,85129,CREAM CUPID HEARTS COAT HANGER,8,17/12/2010 00:00,10.12,18015,Netherlands
536421,85180,RECIPE BOX WITH METAL LID,11,27/02/2011 00:00,11.99,18108,Norway
536421,85154,BLUE SKITTLE GIFTBOX,47,04/02/2011 00:00,12.46,18080,Sweden
536421,85208,HAND WARMER UNION JACK,13,06/09/2011 00:00,13.02,18173,Germany
536421,85211,RECIPE BOX WITH METAL LID,26,13/06/2011 00:00,5.82,17898,Germany
536421,85188,RECIPE BOX WITH METAL LID,6,24/01/2011 00:00,13.49,18258,Belgium
536421,85200,HAND WARMER UNION JACK,24,08/03/2011 00:00,13.31,18060,Italy
536421,85215,RECIPE BOX WITH METAL LID,50,31/08/2011 00:00,9.21,18330,Italy
536421,85152,RED WOOLLY HOTTIE WHITE HEART,13,31/08/2011 00:00,8.2,18267,Italy
536421,85196,RECIPE BOX WITH METAL LID,43,24/04/2011 00:00,11.93,18062,Netherlands
536422,85134,BLUE SKITTLE GIFTBOX,48,27/08/2011 00:00,2.79,17947,UK
536422,85163,BLUE SKITTLE GIFTBOX,37,07/04/2011 00:00,5.55,17899,Netherlands
536422,85218,RED WOOLLY HOTTIE WHITE HEART,27,04/06/2011 00:00,2.91,18122,Belgium
536422,85148,RECIPE BOX WITH METAL LID,12,06/06/2011 00:00,2.97,17959,UK
536422,85187,WHITE HANGING HEART T-LIGHT HOLDER,34,07/06/2011 00:00,7.23,18069,Netherlands
536422,85188,KNITTED UNION FLAG HOT WATER BOTTLE,31,14/01/2011 00:00,2.83,17990,France
536422,85181,KNITTED UNION FLAG HOT WATER BOTTLE,22,31/12/2010 00:00,8.17,18317,Norway
536422,85137,WHITE HANGING HEART T-LIGHT HOLDER,10,06/09/2011 00:00,2.89,18314,Sweden
536422,85169,WHITE HANGING HEART T-LIGHT HOLDER,42,04/09/2011 00:00,14.65,17976,Italy
536422,85149,RECIPE BOX WITH METAL LID,43,18/08/2011 00:00,5.89,18203,Germany
536422,85219,BLUE SKITTLE GIFTBOX,37,13/06/2011 00:00,8.53,18034,Switzerland
